sk_ato,sk_sessao,data_sessao,tipo_sessao,ambiente,partido,registros
122483,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
122484,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122485,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSC,1
122486,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PTB,1
122487,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PODEMOS,1
122488,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122489,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
122490,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,REDE,1
122491,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122492,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,1
122493,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122494,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
122495,21,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122496,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122497,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122498,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122499,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PROS,1
122500,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122501,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PTC,1
122502,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
122503,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122504,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSC,1
122505,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PODEMOS,1
122506,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122507,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
122508,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,REDE,1
122509,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122510,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,1
122511,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122512,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
122513,22,2020-03-16,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122514,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PL,1
122515,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PT,1
122516,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PT,1
122517,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122518,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PL,1
122519,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PROS,1
122520,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122521,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PTC,1
122522,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PSOL,1
122523,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122524,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PTB,1
122525,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PODEMOS,1
122526,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122527,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122528,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,REDE,1
122529,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,REPUBLICANOS,1
122530,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PDT,1
122531,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,MDB,1
122532,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,AVANTE,1
122533,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PSD,1
122534,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PSB,1
122535,23,2020-03-17,SESSAO ORDINARIA,PRESENCIAL,PP,1
122536,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122537,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122538,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PT,1
122539,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,1
122540,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PL,1
122541,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PROS,1
122542,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,REPUBLICANOS,1
122543,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PTC,1
122544,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PSOL,1
122545,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PTB,1
122546,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PODEMOS,1
122547,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122548,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,AVANTE,1
122549,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,REDE,1
122550,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PDT,1
122551,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,MDB,1
122552,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PSD,1
122553,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PSB,1
122554,24,2020-03-17,SESSAO EXTRAORDINARIA,PRESENCIAL,PP,1
122555,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122556,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122557,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122558,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122559,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122560,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122561,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122562,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122563,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122564,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122565,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122566,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122567,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122568,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSB,2
122569,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,2
122570,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,NOVO,2
122571,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,REDE,2
122572,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122573,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122574,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122575,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122576,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122577,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122578,25,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122579,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PL,2
122580,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122581,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122582,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122583,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122584,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122585,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122586,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122587,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122588,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122589,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122590,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122591,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122592,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122593,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,2
122594,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,NOVO,2
122595,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,REDE,2
122596,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122597,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122598,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122599,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122600,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122601,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122602,26,2020-03-24,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122603,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122604,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122605,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122606,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122607,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122608,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122609,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122610,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122611,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122612,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122613,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122614,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122615,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122616,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122617,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122618,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122619,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122620,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122621,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122622,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122623,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122624,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122625,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122626,27,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122627,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122628,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122629,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122630,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122631,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122632,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122633,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122634,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122635,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122636,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122637,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122638,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122639,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122640,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122641,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122642,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122643,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122644,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122645,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122646,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122647,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122648,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122649,28,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122650,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122651,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122652,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122653,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122654,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122655,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122656,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122657,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122658,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122659,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122660,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122661,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122662,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122663,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122664,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122665,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122666,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122667,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122668,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122669,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122670,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122671,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122672,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122673,29,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122674,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122675,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122676,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122677,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122678,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122679,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122680,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122681,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122682,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122683,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122684,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122685,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122686,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122687,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122688,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122689,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122690,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122691,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122692,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122693,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122694,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122695,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122696,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122697,30,2020-03-25,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122698,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122699,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122700,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122701,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122702,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122703,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122704,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122705,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122706,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122707,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122708,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122709,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PTB,2
122710,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,2
122711,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122712,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122713,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122714,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122715,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122716,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PDT,2
122717,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122718,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122719,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122720,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122721,31,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122722,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122723,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122724,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122725,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122726,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122727,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122728,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122729,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122730,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122731,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122732,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122733,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122734,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122735,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122736,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122737,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122738,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122739,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122740,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122741,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122742,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122743,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122744,32,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122745,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122746,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122747,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122748,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122749,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122750,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122751,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122752,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122753,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122754,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122755,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122756,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122757,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122758,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122759,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122760,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122761,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122762,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122763,33,2020-03-31,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122764,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122765,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122766,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122767,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122768,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122769,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122770,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122771,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122772,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122773,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122774,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122775,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122776,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122777,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122778,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122779,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122780,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122781,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122782,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122783,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122784,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122785,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122786,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122787,34,2020-04-07,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122788,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122789,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122790,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122791,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122792,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PL,1
122793,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PROS,1
122794,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122795,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PTC,1
122796,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PSOL,1
122797,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122798,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PSC,1
122799,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PTB,1
122800,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PODEMOS,1
122801,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122802,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122803,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,NOVO,1
122804,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,REDE,1
122805,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,REPUBLICANOS,1
122806,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
122807,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,MDB,1
122808,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,AVANTE,1
122809,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PSD,1
122810,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PSB,1
122811,35,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PP,1
122812,36,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122813,36,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PT,1
122814,36,2020-04-01,SESSAO EXTRAORDINARIA,REMOTA,PDT,1
