sk_ato,proposicao_id,sigla_numero_ano,id_tipo_proposicao,ordem_autoria,ementa,etapa,data_leitura
9877,14072,REQ 654/2023,,,Solicita informar a quantidade de servidores clientes do BRB endividados e com a renda comprometida.,Apresentação,2023-06-20
9878,14073,PDL 33/2023,,,Concede o Título de Cidadão Honorário de Brasília ao Excelentíssimo Ministro  Marco Aurélio Gastaldi Buzzi.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9879,14073,PDL 33/2023,,,Concede o Título de Cidadão Honorário de Brasília ao Excelentíssimo Ministro  Marco Aurélio Gastaldi Buzzi.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9880,14073,PDL 33/2023,,,Concede o Título de Cidadão Honorário de Brasília ao Excelentíssimo Ministro  Marco Aurélio Gastaldi Buzzi.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9881,14074,IND 2027/2023,,,"Sugere ao Poder Executivo que promova a Construção de Estacionamento Externo na Unidade Básica de Saúde nº 02, localizada na Região Administrativa do Gama - RA II. ",Apresentação,2023-06-20
9882,14075,PDL 30/2023,,,Concede o Título de Cidadão Honorário de Brasília ao Excelentíssimo Ministro André Mendonça.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9883,14075,PDL 30/2023,,,Concede o Título de Cidadão Honorário de Brasília ao Excelentíssimo Ministro André Mendonça.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9884,14075,PDL 30/2023,,,Concede o Título de Cidadão Honorário de Brasília ao Excelentíssimo Ministro André Mendonça.,"Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9885,14076,IND 2026/2023,,,"Sugere ao Poder Executivo que, por intermédio da Secretaria de Estado de Justiça e Cidadania - SEJUS, crie um Conselho Tutelar na zona rural de Brazlândia.",Apresentação,2023-06-20
9886,14077,REQ 647/2023,,,Requer informações à Secretaria de Estado de Desenvolvimento Social acerca do contrato entabulado com Organização da Sociedade Civil para realização de cadastros.,Apresentação,2023-06-20
9887,14078,IND 2028/2023,,,"Sugere ao Poder Executivo, por intermédio da Companhia Energética de Brasília - CEB, promova a Manutenção da Iluminação Pública na Avenida Contorno, na Região Administrativa do Gama - RA II.",Apresentação,2023-06-20
9888,14079,PL 444/2023,,,"Dispõe sobre a proteção, a formação e o emprego de cães de guarda e proteção no Distrito Federal.","Apresentação, Disponibilizada(Parecer)",2023-06-20
9889,14081,PL 442/2023,,,"Altera a Lei nº 6.315, de 27 de junho de 2019, que dispõe sobre a criação da Junta Comercial, Industrial e Serviços do Distrito Federal – Jucis–DF e dá outras providências.","Sanção Veto ou Promulgação, Disponibilizada(Parecer)",2023-06-20
9890,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9891,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9892,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9893,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9894,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9895,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9896,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9897,14083,REQ 655/2023,,,Requer o registro de criação da Frente Parlamentar em Defesa das Pessoas Celíacas.,Apresentação,2023-06-20
9898,14084,IND 2030/2023,,,"Sugere ao Poder Executivo, por intermédio do IBRAM, providências para a criação da Unidade de Conservação Canela da Ema, localizada nas Regiões Administrativas de Sobradinho (RA V) e Sobradinho II (RA XXVI). ",Apresentação,2023-06-20
9899,14086,MO 256/2023,,,"Manifesta votos de louvor e parabeniza os fundadores, professores, colaboradores, apoiadores e atletas, que seguem especificados, pelo comprometimento ao melhor mérito esportivo, participação e dedicação demonstrados no Projeto Social Campeão no Esporte e na Vida, que contribuíram, nos últimos 9 anos, para que nos anos de 2019 a 2023 o Distrito Federal conquistasse nos Campeonatos Brasileiros de Jiu-Jitsu, realizados em Barueri-SP, um total de 34 medalhas, sendo 13 de ouro, 7 de prata e 14 de bronze.",Apresentação,2023-06-20
9900,14087,PL 446/2023,,,"Altera a Lei nº 7.057, de 05 de janeiro de 2022, que “Dispõe sobre a obrigatoriedade de instalação de salas de apoio à amamentação em órgãos públicos do governo do Distrito Federal”, para garantir o pleno direito ao amamentado em casos excepcionais.",Apresentação,2023-06-20
9901,14088,IND 2036/2023,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Secretaria de Estado de Saúde do Distrito Federal, que solucione, com brevidade, a falta de ambulâncias no Hospital Cidade do Sol, em Ceilândia.",Apresentação,2023-06-20
9902,14089,MO 260/2023,,,Parabeniza e manifesta votos de louvor e aplausos aos integrantes da Festa em Louvor ao Divino Espírito Santo de Planaltina - DF.,Apresentação,2023-06-20
9903,14090,REQ 676/2023,,,"Requer a realização de Sessão Solene em homenagem ao Dia do Biomédico, a realizar-se no dia 21 de novembro de 2023, às 9:00, no Plenário da CLDF. ",Apresentação,2023-06-27
9904,14090,REQ 676/2023,,,"Requer a realização de Sessão Solene em homenagem ao Dia do Biomédico, a realizar-se no dia 21 de novembro de 2023, às 9:00, no Plenário da CLDF. ",Apresentação,2023-06-27
9905,14090,REQ 676/2023,,,"Requer a realização de Sessão Solene em homenagem ao Dia do Biomédico, a realizar-se no dia 21 de novembro de 2023, às 9:00, no Plenário da CLDF. ",Apresentação,2023-06-27
9906,14091,MO 273/2023,,,Reconhece e apresenta Votos de Louvor às Policiais Militares que especifica em comemoração ao dia da Policial Militar Feminina. ,Apresentação,2023-06-21
9907,14092,PL 443/2023,,,"Altera a Lei nº 7.057, de 05 de janeiro de 2022, que “Dispõe sobre a obrigatoriedade de instalação de salas de apoio à amamentação em órgãos públicos do governo do Distrito Federal”, para garantir o pleno direito ao amamentado em casos excepcionais.","Redação Final, Retorno(Emenda)",2023-06-20
9908,14093,MO 257/2023,,,Manifesta louvor às mulheres adiante nominadas pelos relevantes serviços prestados às causas femininas.,Apresentação,2023-06-20
9909,14094,REQ 663/2023,,,Requer o encaminhamento de solicitação de informação à Secretaria de Estado de Educação sobre acúmulo de objetos nas escolas da rede pública do Distrito Federal.,Apresentação,2023-06-22
9910,14095,REQ 652/2023,,,Requer informações à Secretaria de Estado de Obras do Distrito Federal acerca da execução do Contrato nº 005/2023.,Apresentação,2023-06-20
9911,14096,REQ 651/2023,,,"Requer a retirada e arquivamento do Projeto de Resolução nº 9/2023, que “dispõe sobre a instituição de Sessão Ordinária mensal na Câmara Legislativa do Distrito Federal, com pauta referente à defesa e garantia dos direitos das mulheres, e dá outras providências”, por questão de vício formal subjetivo.",Apresentação,2023-06-20
9912,14097,REQ 698/2023,,,Requer à Secretaria de Estado de Educação informações quanto ao cumprimento da Lei 6.759/2020 a qual Institui a educação domiciliar no Distrito Federal e dá outras providências. ,Apresentação,2023-08-01
9913,14100,REQ 653/2023,,,"Requer a retirada e arquivamento do Projeto de Lei nº 428/2023, que “Dispõe sobre a denominação do novo viaduto de Sobradinho, como Viaduto Seu Teodoro, localizado na entrada próxima ao Estádio Augustinho Lima – Região Administrativa de Sobradinho RA V”, por questão de legalidade.",Apresentação,2023-06-20
9914,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9915,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9916,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9917,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9918,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9919,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9920,14101,REQ 659/2023,,,"Requer a realização de sessão solene em homenagem ao dia do agente de comunitário de saúde, a ser realizado no dia 6 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9921,14102,IND 2037/2023,,,"Sugere providências ao Excelentíssimo Senhor Secretário de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal, no sentido de encaminhar providências para a inclusão do núcleo urbano denominado “Condomínio Mini-Chácaras do Lago Sul, das Quadras 4 a 11” nas estratégias de regularização a serem definidas na minuta do novo Plano Diretor de Ordenamento Territorial do Distrito Federal (PDOT).",Apresentação,2023-06-20
9922,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9923,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9924,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9925,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9926,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9927,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9928,14103,REQ 645/2023,,,"Requer a realização de audiência pública para debater sobre cuidados paliativos nas abordagens de saúde, a ser realizada no dia 24 de outubro de 2023, às 10h, no Plenário desta Casa de Leis.",Apresentação,2023-06-20
9929,14105,REQ 697/2023,,,Requer à Secretaria de Estado de Desenvolvimento Econômico informações quanto ao projeto de regulamentação da ocupação do Parque das Garças. ,Apresentação,2023-08-01
9930,14108,MO 259/2023,,,"Manifesta Votos de Louvor e parabeniza pelos relevantes serviços prestados a comunidade do INCRA 8  por intermédio do Serviço de Limpeza Urbana às pessoas que menciona.

 
 ",Apresentação,2023-06-20
9931,14109,PDL 34/2023,,,"Concede o Título de Cidadão Honorário ao Senhor Omar Aziz, Senador da República Federativa do Brasil. ","Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9932,14109,PDL 34/2023,,,"Concede o Título de Cidadão Honorário ao Senhor Omar Aziz, Senador da República Federativa do Brasil. ","Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9933,14109,PDL 34/2023,,,"Concede o Título de Cidadão Honorário ao Senhor Omar Aziz, Senador da República Federativa do Brasil. ","Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9934,14109,PDL 34/2023,,,"Concede o Título de Cidadão Honorário ao Senhor Omar Aziz, Senador da República Federativa do Brasil. ","Sanção Veto ou Promulgação, Retorno(Emenda)",2023-06-20
9935,14110,MO 258/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, em ocasião da Sessão Solene em comemoração dos 10 anos da Associação dos Especialistas em Saúde do DF.",Apresentação,2023-06-20
9936,14112,IND 2023/2023,,,Sugere à Secretaria de Estado de Cultura e Economia Criativa o registro do Hip Hop como Patrimônio Cultural Imaterial do Distrito Federal.,Apresentação,2023-06-20
9937,14113,IND 2385/2023,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Instituto Brasília Ambiental – IBRAM e da Administração Regional do Riacho Fundo, a implantação da iluminação pública no Parque Ecológico do Riacho Fundo, Região Administrativa de Riacho Fundo - RA XVII.",Apresentação,2023-08-15
9938,14117,PR 15/2023,,,"Altera a Resolução nº 250, de 2011, que “Estabelece critérios para a concessão dos títulos de Cidadão Honorário e de Cidadão Benemérito de Brasília”, para alterar o art. 7°, que trata da quantidade de indicações para concessão de título por sessão legislativa, por deputado distrital.","Apresentação, Retorno(Parecer)",2023-06-27
9939,14117,PR 15/2023,,,"Altera a Resolução nº 250, de 2011, que “Estabelece critérios para a concessão dos títulos de Cidadão Honorário e de Cidadão Benemérito de Brasília”, para alterar o art. 7°, que trata da quantidade de indicações para concessão de título por sessão legislativa, por deputado distrital.","Apresentação, Retorno(Parecer)",2023-06-27
9940,14117,PR 15/2023,,,"Altera a Resolução nº 250, de 2011, que “Estabelece critérios para a concessão dos títulos de Cidadão Honorário e de Cidadão Benemérito de Brasília”, para alterar o art. 7°, que trata da quantidade de indicações para concessão de título por sessão legislativa, por deputado distrital.","Apresentação, Retorno(Parecer)",2023-06-27
9941,14117,PR 15/2023,,,"Altera a Resolução nº 250, de 2011, que “Estabelece critérios para a concessão dos títulos de Cidadão Honorário e de Cidadão Benemérito de Brasília”, para alterar o art. 7°, que trata da quantidade de indicações para concessão de título por sessão legislativa, por deputado distrital.","Apresentação, Retorno(Parecer)",2023-06-27
9942,14117,PR 15/2023,,,"Altera a Resolução nº 250, de 2011, que “Estabelece critérios para a concessão dos títulos de Cidadão Honorário e de Cidadão Benemérito de Brasília”, para alterar o art. 7°, que trata da quantidade de indicações para concessão de título por sessão legislativa, por deputado distrital.","Apresentação, Retorno(Parecer)",2023-06-27
9943,14117,PR 15/2023,,,"Altera a Resolução nº 250, de 2011, que “Estabelece critérios para a concessão dos títulos de Cidadão Honorário e de Cidadão Benemérito de Brasília”, para alterar o art. 7°, que trata da quantidade de indicações para concessão de título por sessão legislativa, por deputado distrital.","Apresentação, Retorno(Parecer)",2023-06-27
9944,14119,MO 261/2023,,,"Manifesta louvor a Taya Carneiro, post mortem, pelo trabalho desenvolvido na defesa e promoção de direitos humanos",Apresentação,2023-06-20
9945,14120,REQ 672/2023,,,"Requer a retirada de tramitação do Projeto de Decreto Legislativo º 26/2023

 ",Apresentação,2023-06-27
9946,14121,REQ 743/2023,,,Requer o encaminhamento de requerimento de informação à Secretaria de Estado de Educação sobre a gestão dos recursos do Cartão PDAF nas unidades escolares e nas regionais de ensino do Distrito Federal.,Apresentação,2023-08-08
9947,14122,IND 2038/2023,,,"Sugere ao Poder Executivo, por intermédio da SECRETARIA DE ESTADO DO MEIO AMBIENTE E PROTEÇÃO ANIMAL DO DISTRITO FEDERAL - SEMA, que seja enviado a esta Casa Legislativa, Projeto de Lei, propondo a reestruturação, nova nomenclatura e modernização da carreira Atividades de Meio Ambiente, do quadro de pessoal do Instituto do Meio Ambiente e Recursos Hídricos do Distrito Federal – Brasília Ambiental – IBRAM, e dá outras providências, conforme minuta anexa.",Apresentação,2023-06-21
9948,14122,IND 2038/2023,,,"Sugere ao Poder Executivo, por intermédio da SECRETARIA DE ESTADO DO MEIO AMBIENTE E PROTEÇÃO ANIMAL DO DISTRITO FEDERAL - SEMA, que seja enviado a esta Casa Legislativa, Projeto de Lei, propondo a reestruturação, nova nomenclatura e modernização da carreira Atividades de Meio Ambiente, do quadro de pessoal do Instituto do Meio Ambiente e Recursos Hídricos do Distrito Federal – Brasília Ambiental – IBRAM, e dá outras providências, conforme minuta anexa.",Apresentação,2023-06-21
9949,14123,MO 262/2023,,,Manifesta louvor às pessoas que especifica pelos trabalhos realizados no enfrentamento das violências contra Crianças e Adolescentes por meio do Sistema de Garantia de Direitos.,Apresentação,2023-06-20
9950,14124,MO 263/2023,,,Manifesta louvor às pessoas que especifica pelos trabalhos realizados na promoção e reconhecimento de direitos humanos.,Apresentação,2023-06-20
9951,14125,REQ 671/2023,,,"Requer a retirada e o arquivamento da Moção nº 252/2023.
",Apresentação,2023-06-27
9952,14127,MO 264/2023,,,"Manifesta votos de louvor ao 1º SGT Osvaldo Oseas Silva Pestana, matrícula 21.794-8, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama. ",Apresentação,2023-06-21
9953,14128,MO 265/2023,,,"Manifesta votos de louvor ao 1º SGT Célio Nicácio  França MAT 23.328-5, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama. ",Apresentação,2023-06-21
9954,14129,MO 266/2023,,,"Manifesta votos de louvor ao 2º SGT Luizmar Garcia Magalhães, matrícula 73.309-1, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama. ",Apresentação,2023-06-21
9955,14130,MO 267/2023,,,"Manifesta votos de louvor ao 2º SGT Danilo Xavier Donizet, matrícula 196.647-2, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama. 

",Apresentação,2023-06-21
9956,14131,MO 268/2023,,,"Manifesta votos de louvor ao 3º SGT Godric Gonçalves Gomes Lima, matrícula 215.002-6, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama",Apresentação,2023-06-21
9957,14132,MO 269/2023,,,"Manifesta votos de louvor ao 3º SGT Polyanny Tizuko Tokida Barbosa Oliveira, matrícula 731.462/0, lotada no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama.",Apresentação,2023-06-21
9958,14133,MO 270/2023,,,"Manifesta votos de louvor ao 3º SGT Oséias Vinícios Silva Martins, matrícula 731.926-6, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama.",Apresentação,2023-06-21
9959,14134,MO 271/2023,,,"Manifesta votos de louvor ao CABO Robledo de Santa Cruz e Sousa, matrícula 732.815/X, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama. ",Apresentação,2023-06-21
9960,14135,MO 272/2023,,,"Manifesta votos de louvor ao  CABO Mário Junio da Silva MANGUEIRA, matrícula 732.641/6, lotado no 9º BPM, por ter demonstrado seu potencial de resposta acima da média, evitando a ocorrência de feminicídio e realizando apreensões de 2 armas de fogo na Região Administrativa do Gama. ",Apresentação,2023-06-21
9961,14136,REQ 661/2023,,,"Requer a realização de Audiência Pública para debater o Projeto Zona Verde, que trata da concessão onerosa do serviço público de exploração de estacionamento rotativo em vias e logradouros públicos do Distrito Federal.",Apresentação,2023-06-21
9962,14137,IND 2632/2023,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio do Departamento de Estradas de Rodagem do Distrito Federal -DER/DF e da Secretaria de Transporte e Mobilidade, a construção de ciclovia no trecho compreendido entre a Estação Elevatória de Esgotos (CAESB), do Setor Sul, até o Centro de Convivência (COSE), do Bairro Nossa Senhora de Fátima, na Região Administrativa de Planaltina - RA VI.",Apresentação,2023-08-17
9963,14139,MO 278/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, pelos relevantes serviços prestados no Distrito Federal, em ocasião da Sessão Solene em comemoração ao dia do Pescador.",Apresentação,2023-06-22
9964,14140,MO 279/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, pelos relevantes serviços prestados ao Distrito Federal, em ocasião da Sessão Solene em homenagem ao dia do Pastor.",Apresentação,2023-06-22
9965,14142,MO 280/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, pelos relevantes serviços prestados no Distrito Federal, em ocasião da Solenidade em homenagem ao dia do Pastor.",Apresentação,2023-06-22
9966,14143,MO 274/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, em ocasião da Sessão Solene em comemoração dos 10 anos da Associação dos Especialistas em Saúde do DF.",Apresentação,2023-06-21
9967,14144,MO 276/2023,,,"Manifesta Votos de Louvor e Aplausos às cidadãs e cidadãos que defendem e lutam pelo Estado Palestino Laico e Democrático com direitos físicos, humanos e políticos.",Apresentação,2023-06-22
9968,14145,REQ 662/2023,,,Requer a retirada de tramitação e arquivamento do Projeto de Lei nº 446/2023.,Apresentação,2023-06-21
9969,14146,MO 277/2023,,,Manifesta Votos de Louvor e Aplausos aos artistas finalistas do 7º Prêmio profissionais da música de Brasília e do Brasil pelos relevantes trabalhos prestados à Sociedade na área da Cultura e do Entretenimento. ,Apresentação,2023-06-22
9970,14147,IND 2413/2023,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Transporte e Mobilidade do Distrito Federal, o aumento da frota de ônibus que fazem as linhas Arapoangas - Planaltina/DF para o Plano Piloto.",Apresentação,2023-08-17
9971,14148,IND 2414/2023,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Obras e Infraestrutura em conjunto com a Secretaria de Estado de Educação do Distrito Federal, a construção de creches no Arapoanga e no Núcleo Rural Rajadinha, em Planaltina/DF.",Apresentação,2023-08-17
9972,14149,IND 2415/2023,,,"Sugere ao Poder Executivo, por intermédio da Companhia de Saneamento Ambiental do Distrito Federal, melhorias na rede de esgoto da Avenida Água de Coco, Arapoanga, em Planaltina/DF.",Apresentação,2023-08-17
9973,14150,MO 286/2023,,,"Manifesta Votos de Louvor e Aplausos às cidadãs, cidadãos e Instituições que que se dedicam à coleta, triagem, beneficiamento, processamento, transformação e comercialização de materiais reutilizáveis e recicláveis.",Apresentação,2023-06-27
9974,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9975,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9976,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9977,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9978,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9979,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9980,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9981,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9982,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9983,14151,REQ 664/2023,,,Requer o registro da Frente Parlamentar em Defesa do Desenvolvimento do Turismo.,Apresentação,2023-06-22
9984,14152,MO 275/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, pelos relevantes serviços prestados no Distrito Federal, em ocasião da Sessão Solene em comemoração ao dia do Pescador.",Apresentação,2023-06-22
9985,14154,PL 450/2023,,,"Institui a Campanha de Conscientização dos Riscos da Medicação Animal, sem prescrição médica veterinária, no âmbito do Distrito Federal e dá outras providências.","Apresentação, Disponibilizada(Parecer)",2023-06-22
9986,14155,REQ 761/2023,,,Requer o registro da Frente Parlamentar de Cuidados Paliativos do Distrito Federal.,Apresentação,2023-08-09
9987,14157,IND 2041/2023,,,"Sugere ao Poder Executivo, por intermédio da Secretária de Transporte e Mobilidade - SEMOB, que promova a melhoria no transporte público da Região Administrativa do Recanto das Emas - RA XV, com ampliação das linhas para as Regiões Administrativas do Riacho Fundo I e II.",Apresentação,2023-06-22
9988,14158,IND 2040/2023,,,"Sugere ao Diretor Geral do Departamento de Transito do Distrito Federal - DETRAN/DF a implantação de redutor de velocidade do tipo ""quebra-molas"" e placas de sinalização na avenida entre o Crixás e o São Francisco, Região Administrativa de São Sebastião RA XIV. ",Apresentação,2023-06-22
9989,14159,IND 2039/2023,,,"Sugere ao Poder Executivo, por intermédio da Secretária de Transporte e Mobilidade - SEMOB, que promova a melhoria no transporte público da Região Administrativa do Paranoá - RA VII, com ampliação das linhas para a Região Administrativa do Itapoã e construção de abrigo de passageiros.",Apresentação,2023-06-22
9990,14160,REQ 666/2023,,,"Requer envio de informações sobre o processo, do ponto de vista técnico e administrativo, bem como de indicativo de prazo para inclusão do fármaco abemaciclibe (verzenios) no Sistema de Gerenciamento da Tabela de Procedimentos, Medicamentos e OPM do SUS – SIGTAP.",Apresentação,2023-06-27
9991,14161,REQ 665/2023,,,Requer envio de informações sobre a publicação de Resolução da Diretoria Colegiada – RDC definitiva para dispor sobre entrega domiciliar de medicamentos de alto custo.,Apresentação,2023-06-27
9992,14162,IND 2416/2023,,,"Sugere ao Poder Executivo, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, o recapeamento asfáltico da DF 345, em Planaltina/DF.",Apresentação,2023-08-17
9993,14163,MO 283/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, pelos relevantes serviços prestados no Distrito Federal, em ocasião da Sessão Solene em comemoração ao dia do Pescador.",Apresentação,2023-06-27
9994,14164,IND 2417/2023,,,"Sugere ao Poder Executivo, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil - NOVACAP, a terraplanagem de estradas rurais em Planaltina/DF.",Apresentação,2023-08-17
9995,14165,IND 2418/2023,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado de Saúde do Distrito Federal, a construção de Unidade Básica de Saúde - UBS na Estância do Pipiripau e no Arapoanga, em Planaltina/DF.",Apresentação,2023-08-17
9996,14166,MO 284/2023,,,"Parabeniza e manifesta votos de louvor às pessoas que especifica, pelos relevantes serviços prestados no Distrito Federal, em ocasião da Sessão Solene em comemoração ao dia do Pastor.",Apresentação,2023-06-27
9997,14167,IND 2042/2023,,,"Sugere ao Poder Executivo do Distrito Federal, por intermédio da Companhia Urbanizadora da Nova Capital do Brasil (NOVACAP) e da Administração Regional, que realizem obras de pavimentação e captação de águas pluviais no trecho da BR-080 até a Chapadinha, Região Administrativa de Brazlândia RA IV. 

 ",Apresentação,2023-06-27
9998,14168,REQ 667/2023,,,"Requer informações à Secretaria de Estado de Projetos Especiais acerca do Procedimento de Manifestação de Interesse que envolve a concessão do Cave, no Guará (RA-X)",Apresentação,2023-06-27
9999,14170,IND 2043/2023,,,"Sugere ao Poder Executivo, por intermédio da Secretaria de Estado e Educação do Distrito Federal - SEEDF, que promova o Ensino Integral no CAIC Bernardo Sayão , Coordenação Regional de Ensino de Ceilândia.",Apresentação,2023-06-27
